timestamp,power_true_zone_W,power_pred_zone_W,Model_Name,oat,zone_htsp,zone_clsp
6/2/2023 1:20,451.5590913,0.439171684,SVR,73,66,74
6/2/2023 1:25,495.1865423,0.439171684,SVR,73,66,74
6/2/2023 1:30,554.0906519,0.47809987,SVR,72,66,74
6/2/2023 1:35,626.6481232,0.47809987,SVR,72,66,74
6/2/2023 1:40,705.1404742,0.47809987,SVR,72,66,74
6/2/2023 1:45,770.8331149,0.203837538,SVR,72,66,74
6/2/2023 1:50,812.3425489,0.507389104,SVR,71,66,74
6/2/2023 1:55,831.5408611,0.507389104,SVR,71,66,74
6/2/2023 2:00,818.3195172,0.507389104,SVR,71,66,74
6/2/2023 2:10,754.658315,0.523721132,SVR,70,66,74
6/2/2023 2:15,716.3249817,0.258400544,SVR,70,66,74
6/2/2023 2:20,671.4531868,0.258400544,SVR,70,66,74
6/2/2023 2:25,611.1590692,0.258400544,SVR,70,66,74
6/2/2023 2:30,535.5882929,0.258400544,SVR,70,66,74
6/2/2023 2:35,446.364155,0.269173264,SVR,69,66,74
6/2/2023 2:40,355.6032854,0.269173264,SVR,69,66,74
6/2/2023 2:45,281.5773114,0.269173264,SVR,69,66,74
6/2/2023 2:50,231.7345441,0.269173264,SVR,69,66,74
6/2/2023 2:55,204.2028986,0.108812697,SVR,69,66,74
6/2/2023 3:00,200,0.266176626,SVR,68,66,74
6/2/2023 3:10,200,0.266176626,SVR,68,66,74
6/2/2023 3:15,200,0.117009992,SVR,68,66,74
6/2/2023 3:20,200,0.117009992,SVR,68,66,74
6/2/2023 3:25,200,0.117009992,SVR,68,66,74
6/2/2023 3:30,200,0.248850426,SVR,67,66,74
6/2/2023 3:35,200,0.248850426,SVR,67,66,74
6/2/2023 3:40,200,0.113446738,SVR,67,66,74
6/2/2023 3:45,200,0.113446738,SVR,67,66,74
6/2/2023 3:50,200,0.113446738,SVR,67,66,74
6/2/2023 3:55,200,0.113446738,SVR,67,66,74
6/2/2023 4:00,200,0.180820582,SVR,67,66,74
6/2/2023 4:10,200,0.141530743,SVR,66,66,74
6/2/2023 4:15,200,0.141530743,SVR,66,66,74
6/2/2023 4:20,200,0.141530743,SVR,66,66,74
6/2/2023 4:25,200,0.141530743,SVR,66,66,74
6/2/2023 4:30,200,0.141530743,SVR,66,66,74
6/2/2023 4:35,200,0.048315511,SVR,66,66,74
6/2/2023 4:40,200,0.048315511,SVR,66,66,74
6/2/2023 4:45,200,0.048315511,SVR,66,66,74
6/2/2023 4:50,192.2839506,0.048315511,SVR,66,66,74
6/2/2023 4:55,205.1462695,0.096677838,SVR,65,66,74
6/2/2023 5:00,263.4796028,0.096677838,SVR,66,67.5,75
6/2/2023 5:10,247.8016367,0.306829855,SVR,65,69,76
6/2/2023 5:15,231.13497,0.04957887,SVR,66,69,76
6/2/2023 5:20,214.4683034,0.04957887,SVR,66,69,76
6/2/2023 5:25,197.8016367,0.04957887,SVR,66,69,76
6/2/2023 5:30,181.13497,0.04957887,SVR,66,69,76
6/2/2023 5:35,164.4683034,0.04957887,SVR,66,69,76
6/2/2023 5:40,147.8016367,0.04957887,SVR,66,69,76
6/2/2023 5:45,131.13497,0.04957887,SVR,66,69,76
6/2/2023 5:50,122.1843527,0.04957887,SVR,66,69,76
6/2/2023 5:55,92.65536723,0.04957887,SVR,66,69,76
6/2/2023 6:00,17.65536723,0,SVR,66,69,76
6/2/2023 6:10,0,0,SVR,66,69,76
6/2/2023 6:15,0,0.021798674,SVR,66,69,76
6/2/2023 6:20,0,0,SVR,66,69,76
6/2/2023 6:25,0,0,SVR,66,69,76
6/2/2023 6:30,0,0,SVR,66,69,76
6/2/2023 6:35,0,0,SVR,66,69,76
6/2/2023 6:40,0,0,SVR,66,69,76
6/2/2023 6:45,0,0,SVR,66,69,76
6/2/2023 6:50,0,0,SVR,66,69,76
6/2/2023 6:55,0,0,SVR,66,69,76
6/2/2023 7:00,0,0,SVR,66,69,76
6/2/2023 7:10,0,0,SVR,66,69,76
6/2/2023 7:15,0,0,SVR,66,69,76
6/2/2023 7:20,0,0,SVR,66,69,76
6/2/2023 7:25,0,0,SVR,66,69,76
6/2/2023 7:30,0,0,SVR,65,69,76
6/2/2023 7:35,0,0,SVR,66,69,76
6/2/2023 7:40,0,0,SVR,66,69,76
6/2/2023 7:45,0,0,SVR,66,69,76
6/2/2023 7:50,0,0,SVR,66,69,76
6/2/2023 7:55,0,0,SVR,66,69,76
6/2/2023 8:00,0,0,SVR,66,69,76
6/2/2023 8:10,0,0,SVR,66,69,76
6/2/2023 8:15,0,0,SVR,66,69,76
6/2/2023 8:20,0,0,SVR,66,69,76
6/2/2023 8:25,0,0,SVR,66,69,76
6/2/2023 8:30,0,0,SVR,66,69,76
6/2/2023 8:35,0,0.021798674,SVR,66,69,76
6/2/2023 8:40,0,0,SVR,66,69,76
6/2/2023 8:45,0,0,SVR,66,69,76
6/2/2023 8:50,0,0,SVR,66,69,76
6/2/2023 8:55,0,0,SVR,66,69,76
6/2/2023 9:00,0,0,SVR,66,69,76
6/2/2023 9:10,0,0,SVR,66,69,76
6/2/2023 9:15,0,0,SVR,65,69,76
6/2/2023 9:20,0,0,SVR,66,69,76
6/2/2023 9:25,0,0,SVR,66,69,76
6/2/2023 9:30,0,0,SVR,65,69,76
6/2/2023 9:35,0,0,SVR,66,69,76
6/2/2023 9:40,0,0,SVR,66,69,76
6/2/2023 9:45,0,0,SVR,65,69,76
6/2/2023 9:55,0,0,SVR,65,69,76
6/2/2023 10:00,0,0,SVR,65,69,76
6/2/2023 10:10,0,0,SVR,65,69,76
6/2/2023 10:15,0,0,SVR,65,69,76
6/2/2023 10:25,0,0,SVR,65,69,76
6/2/2023 10:30,0,0.021798674,SVR,66,69,76
6/2/2023 10:35,0,0,SVR,66,69,76
6/2/2023 10:40,0,0,SVR,66,69,76
6/2/2023 10:45,0,0.021798674,SVR,66,69,76
6/2/2023 10:55,0,0,SVR,66,69,76
6/2/2023 11:00,0,0,SVR,66,68,76.5
6/2/2023 11:10,0,0,SVR,66,67,77
6/2/2023 11:15,0,0.021798674,SVR,67,67,77
6/2/2023 11:20,0,0.021798674,SVR,67,67,77
6/2/2023 11:25,0,0.021798674,SVR,67,67,77
6/2/2023 11:30,0,0.021798674,SVR,67,67,77
6/2/2023 11:35,0,0.060425759,SVR,68,67,77
6/2/2023 11:40,0,0.02361862,SVR,68,67,77
6/2/2023 11:45,0,0.02361862,SVR,68,67,77
6/2/2023 11:50,0,0.02361862,SVR,68,67,77
6/2/2023 11:55,0,0.02361862,SVR,68,67,77
6/2/2023 12:00,0,0.02361862,SVR,68,67,77
6/2/2023 12:10,0,0.074419944,SVR,69,67,77
6/2/2023 12:15,0,0.089574867,SVR,69,67,77
6/2/2023 12:20,0,0.057127139,SVR,69,67,77
6/2/2023 12:25,0,0.083866709,SVR,70,67,77
6/2/2023 12:30,0,0.083866709,SVR,70,67,77
6/2/2023 12:35,0,0.083866709,SVR,70,67,77
6/2/2023 12:40,0,0.052755701,SVR,70,67,77
6/2/2023 12:45,0,0.075831635,SVR,71,67,77
6/2/2023 12:50,0,0.075831635,SVR,71,67,77
6/2/2023 12:55,0,0.075831635,SVR,71,67,77
6/2/2023 13:00,0,0.087668843,SVR,72,67,77
6/2/2023 13:10,0,0.087668843,SVR,72,67,77
6/2/2023 13:15,0,0.065003979,SVR,72,67,77
6/2/2023 13:20,0,0.07649941,SVR,73,67,77
6/2/2023 13:25,0,0.07649941,SVR,73,67,77
6/2/2023 13:30,0,0.063389891,SVR,74,67,77
6/2/2023 13:35,0,0.063389891,SVR,74,67,77
6/2/2023 13:40,0,0.065777559,SVR,75,67,77
6/2/2023 13:45,0,0.065777559,SVR,75,67,77
6/2/2023 13:50,0,0.049943412,SVR,75,67,77
6/2/2023 13:55,0,0.059886206,SVR,76,67,77
6/2/2023 14:00,0,0.059886206,SVR,76,67,77
6/2/2023 14:10,0,0.059262342,SVR,77,67,77
6/2/2023 14:15,0,0.059262342,SVR,77,67,77
6/2/2023 14:20,0,0.059262342,SVR,77,67,77
6/2/2023 14:25,0,0.067917421,SVR,78,67,77
6/2/2023 14:30,0,0.067917421,SVR,78,67,77
6/2/2023 14:35,0,0.09044235,SVR,79,67,77
6/2/2023 14:40,0,0.09044235,SVR,79,67,77
6/2/2023 14:45,0,0.052283289,SVR,79,67,77
6/2/2023 14:50,0,0.052283289,SVR,79,67,77
6/2/2023 14:55,0,0.131773823,SVR,80,67,77
6/2/2023 15:00,0,0.087387434,SVR,80,67,77
6/2/2023 15:10,0,0.196877164,SVR,81,67,77
6/2/2023 15:15,0,0.145519117,SVR,81,67,77
6/2/2023 15:20,0,0.290354124,SVR,82,67,77
6/2/2023 15:25,0,0.290354124,SVR,82,67,77
6/2/2023 15:30,0,0.230845934,SVR,82,67,77
6/2/2023 15:35,0,0.230845934,SVR,82,67,77
6/2/2023 15:40,0,0.346574461,SVR,83,67,77
6/2/2023 15:45,0,0.346574461,SVR,83,67,77
6/2/2023 15:50,0,0.346574461,SVR,83,67,77
6/2/2023 15:55,0,0.576252097,SVR,84,67,77
